idx,t,x,y,heading_deg,velocity,omega,left_voltage,right_voltage
321,3.531000,54.167085,72.064504,80.510709,34.442327,-1.675080,4.921832,2.041124
322,3.541000,54.167085,72.064504,80.510709,33.707980,-1.730276,4.758897,2.025123
323,3.551000,54.167085,72.064504,80.510709,33.074426,-1.509492,4.569884,2.035198
324,3.561000,54.167085,72.064504,80.510709,32.613659,-1.499892,4.417108,2.009038
325,3.571000,54.167085,72.064504,80.510709,31.792918,-1.358302,4.225204,2.022005
326,3.581000,54.501205,74.642073,73.119061,30.943379,-1.317505,4.075425,1.992847
327,3.591000,54.593232,74.937567,72.284213,30.669798,-1.065524,3.890024,1.999311
328,3.601000,54.688647,75.229107,71.471342,29.820259,-1.029526,3.742577,1.967822
329,3.611000,54.785381,75.511275,70.682813,29.215503,-1.135119,3.560019,1.971442
330,3.621000,54.883831,75.786401,69.938928,27.775606,-1.077523,3.420649,1.931876
331,3.631000,54.980712,76.046740,69.237237,27.012461,-0.959931,3.236928,1.936660
332,3.641000,55.077967,76.298805,68.566306,27.012461,-0.887936,3.100970,1.893682
333,3.651000,55.077967,76.298805,68.566306,25.011005,-0.616756,2.932096,1.883619
334,3.661000,55.077967,76.298805,68.566306,25.082999,-0.643154,2.790156,1.846621
335,3.671000,55.077967,76.298805,68.566306,24.651030,-0.609556,2.643162,1.814679
336,3.681000,55.077967,76.298805,68.566306,23.700699,-0.451168,2.490248,1.788656
337,3.691000,55.077967,76.298805,68.566306,23.758294,-0.403171,2.364681,1.735286
338,3.701000,55.077967,76.298805,68.566306,23.355123,-0.470366,2.208965,1.712066
339,3.711000,55.077967,76.298805,68.566306,24.492642,-0.731947,2.081878,1.660216
340,3.721000,55.563434,78.081119,64.428512,22.577579,-0.518363,1.961947,1.601210
341,3.731000,55.669864,78.301710,64.059238,22.131211,-0.419970,1.813378,1.570842
342,3.741000,55.779289,78.525126,63.751172,21.555253,-0.290379,1.699957,1.505327
343,3.751000,55.875035,78.718269,63.510967,20.792107,-0.201586,1.589108,1.437239
344,3.761000,55.968110,78.904192,63.302831,20.129755,-0.211185,1.453258,1.394152
345,3.771000,56.058830,79.083908,63.128553,20.129755,-0.211185,1.346065,1.322408
346,3.781000,56.146493,79.256359,62.979563,18.747454,-0.153589,1.242625,1.246911
347,3.791000,56.146493,79.256359,62.979563,17.811521,-0.074395,1.131707,1.178892
348,3.801000,56.146493,79.256359,62.979563,17.782723,-0.040797,1.020457,1.111205
349,3.811000,56.146493,79.256359,62.979563,17.149169,-0.079194,0.924013,1.028712
350,3.821000,56.146493,79.256359,62.979563,15.910858,-0.021598,0.829523,0.944266
351,3.831000,56.146493,79.256359,62.979563,15.147713,0.033598,0.733679,0.861173
352,3.841000,56.146493,79.256359,62.979563,14.096588,-0.011999,0.631398,0.784518
353,3.851000,56.501769,80.430217,62.462189,13.722215,0.059996,0.542704,0.694275
354,3.861000,56.565198,80.551898,62.473786,13.016666,0.052796,0.455396,0.602645
355,3.871000,56.625343,80.667349,62.491183,12.195924,0.107992,0.369287,0.509818
356,3.881000,56.681723,80.775658,62.510739,11.490375,0.134390,0.284187,0.415981
357,3.891000,56.734744,80.877609,62.534546,11.101603,0.055196,0.196233,0.324998
358,3.901000,56.785926,80.976147,62.569344,10.237665,0.074395,0.110787,0.231508
359,3.911000,56.833089,81.067092,62.609351,9.402525,0.093593,0.028500,0.134858
360,3.921000,56.833089,81.067092,62.609351,9.215338,-0.043197,-0.053513,0.037934
361,3.931000,56.833089,81.067092,62.609351,9.114546,-0.059996,-0.135457,-0.059059
362,3.941000,56.833089,81.067092,62.609351,8.984955,-0.038397,-0.217537,-0.155916
363,3.951000,56.833089,81.067092,62.609351,8.365799,0.055196,-0.299957,-0.252432
364,3.961000,56.833089,81.067092,62.609351,6.306747,0.134390,-0.382922,-0.348404
365,3.971000,56.833089,81.067092,62.609351,6.306747,0.134390,-0.466637,-0.443626
366,3.981000,57.017594,81.740769,62.721550,4.694063,0.009599,-0.551306,-0.537894
367,3.991000,57.039101,81.782498,62.745052,4.262094,-0.009599,-0.637133,-0.631003
368,4.001000,57.060269,81.823602,62.760943,3.570944,0.043197,-0.724325,-0.722749
369,4.011000,57.077372,81.856836,62.777554,3.570944,0.043197,-0.787041,-0.786934
370,4.021000,57.092385,81.886031,62.792202,3.282964,0.091193,0.000000,0.000000
